Airline,Date_of_Journey,Source,tailnum,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/6/2019,Mumbai,N813AW,Hyderabad,,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
Air India,15/05/2019,Delhi,N415WN,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,9601
Multiple carriers,15/06/2019,Delhi,N440UA,Cochin,DEL → BOM → COK,13:00,6/16/2025 1:30,12h 30m,1 stop,No info,13377
Jet Airways,24/03/2019,Kolkata,N713AS,Banglore,CCU → BOM → BLR,18:55,3/25/2025 18:10,23h 15m,1 stop,In-flight meal not included,11134
Multiple carriers,27/03/2019,Delhi,N570AS,Cochin,DEL → BOM → COK,8:55,21:00,12h 5m,1 stop,No info,8055
Jet Airways,27/03/2019,Delhi,N39450,Cochin,DEL → BOM → COK,17:30,3/28/2025 4:25,10h 55m,1 stop,No info,12242
Air India,9/3/2019,Banglore,N795SW,New Delhi,BLR → COK → DEL,22:00,3/13/2025 23:20,25h 20m,1 stop,No info,8425
,15/06/2019,Mumbai,N626AW,Hyderabad,BOM → HYD,5:45,,1h 30m,non-stop,No info,2753
SpiceJet,27/05/2019,Banglore,N216FR,Delhi,BLR → DEL,21:10,5/28/2025 0:05,2h 55m,non-stop,No info,3311
IndiGo,12/6/2019,Kolkata,N309AS,Banglore,CCU → MAA → BLR,6:20,10:20,4h,1 stop,No info,4226
Jet Airways,1/3/2019,Banglore,N153UW,New Delhi,BLR → BOM → DEL,8:55,3/2/2025 5:05,20h 10m,1 stop,1 Long layover,26890
Multiple carriers,24/06/2019,Delhi,N215AG,Cochin,DEL → BOM → COK,6:00,19:00,13h,1 stop,No info,12524
SpiceJet,21/03/2019,Kolkata,N631SW,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,3847
Jet Airways,1/4/2019,Kolkata,N829UA,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,,12681
Jet Airways,6/6/2019,,N305AS,Cochin,DEL → LKO → BOM → COK,9:25,6/7/2025 4:25,19h,2 stops,No info,13882
Jet Airways,18/05/2019,Delhi,N569AS,Cochin,DEL → JAI → BOM → COK,9:40,5/19/2025 12:35,,2 stops,No info,15129
Jet Airways,6/6/2019,Kolkata,N552AS,Banglore,CCU → BOM → BLR,8:25,20:45,12h 20m,1 stop,In-flight meal not included,10844
Jet Airways,12/3/2019,Banglore,N218FR,New Delhi,BLR → BOM → DEL,21:25,3/13/2025 8:15,10h 50m,1 stop,No info,12547
Jet Airways,9/6/2019,Kolkata,N514AS,Banglore,CCU → BOM → BLR,18:55,6/10/2025 4:40,9h 45m,1 stop,No info,14178
IndiGo,3/3/2019,Delhi,N582SW,Cochin,DEL → BOM → COK,16:00,3/4/2025 1:35,9h 35m,1 stop,No info,14871
Jet Airways,9/6/2019,Delhi,N514AS,Cochin,DEL → JAI → BOM → COK,9:40,6/10/2025 4:25,18h 45m,2 stops,In-flight meal not included,10368
Multiple carriers,6/3/2019,Delhi,N624VA,Cochin,DEL → BOM → COK,8:00,21:00,13h,,No info,
IndiGo,21/05/2019,Kolkata,N799AS,Banglore,CCU → BLR,21:25,5/22/2025 0:05,2h 40m,non-stop,No info,4804
SpiceJet,9/5/2019,Kolkata,N935SW,Banglore,CCU → BLR,17:10,19:40,2h 30m,,No info,
SpiceJet,24/06/2019,Kolkata,N407AS,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
GoAir,1/6/2019,Delhi,N488WN,Cochin,DEL → BOM → COK,7:00,12:55,5h 55m,1 stop,No info,5457
Jet Airways,12/5/2019,Kolkata,N217AG,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,14781
Jet Airways,9/3/2019,Delhi,N8626B,Cochin,DEL → BOM → COK,21:50,3/10/2025 18:50,21h,1 stop,No info,15764
Vistara,12/6/2019,Banglore,N557AS,Delhi,BLR → DEL,9:45,12:35,2h 50m,non-stop,No info,4668
Jet Airways,24/06/2019,Delhi,N3HTAA,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564
IndiGo,,Delhi,N418WN,,DEL → BOM → COK,6:40,21:00,14h 20m,1 stop,No info,7191
Jet Airways,6/3/2019,Delhi,N3FLAA,Cochin,DEL → BOM → COK,19:45,3/7/2025 4:25,8h 40m,1 stop,No info,15764
Jet Airways,6/5/2019,Kolkata,N218AG,Banglore,CCU → BOM → BLR,14:05,5/7/2025 12:00,21h 55m,1 stop,No info,14388
Jet Airways,27/03/2019,Delhi,N37437,Cochin,DEL → BOM → COK,19:45,3/28/2025 4:25,8h 40m,1 stop,,6540
SpiceJet,24/06/2019,Banglore,N672AW,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No info,3625
Multiple carriers,9/5/2019,Delhi,N219AG,Cochin,DEL → BOM → COK,7:30,19:15,11h 45m,1 stop,No info,8266
SpiceJet,18/05/2019,Kolkata,N227AG,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,10944
IndiGo,27/03/2019,Delhi,N777QC,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073
Jet Airways,15/03/2019,Banglore,N73299,New Delhi,BLR → BOM → DEL,5:45,12:25,6h 40m,1 stop,In-flight meal not included,9134
Vistara,12/6/2019,Kolkata,N28457,Banglore,CCU → DEL → BLR,20:20,6/13/2025 20:20,24h,1 stop,No info,8085
Jet Airways,,Banglore,N8647A,New Delhi,BLR → BOM → DEL,7:00,12:25,5h 25m,1 stop,No info,22270
Air India,1/4/2019,Kolkata,N558AS,Banglore,CCU → DEL → VGA → BLR,7:00,4/2/2025 10:00,27h,2 stops,No info,9836
IndiGo,3/3/2019,Delhi,N636VA,Cochin,DEL → BOM → COK,18:35,3/4/2025 1:35,7h,1 stop,No info,14871
Jet Airways,12/3/2019,Mumbai,N3HTAA,Hyderabad,BOM → VNS → DEL → HYD,6:30,16:35,10h 5m,2 stops,No info,23528
,6/6/2019,Banglore,N219AG,Delhi,BLR → DEL,7:10,10:10,3h,non-stop,No info,8016
Jet Airways,18/03/2019,Banglore,N72405,New Delhi,BLR → BOM → DEL,7:00,16:10,9h 10m,1 stop,No info,12284
Multiple carriers,12/6/2019,Delhi,N292SW,Cochin,DEL → BOM → COK,6:00,21:00,15h,1 stop,No info,7005
IndiGo,3/6/2019,Kolkata,N552AS,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804
IndiGo,27/03/2019,Delhi,N519JB,Cochin,DEL → BLR → COK,5:05,10:05,5h,1 stop,No info,6827
Air India,12/5/2019,Mumbai,N413AS,Hyderabad,BOM → HYD,6:20,7:40,1h 20m,non-stop,No info,3100
Jet Airways,15/03/2019,Mumbai,N4XKAA,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2759
Jet Airways,9/5/2019,Kolkata,N217AG,Banglore,CCU → DEL → BLR,20:25,5/10/2025 21:05,24h 40m,1 stop,No info,13067
GoAir,15/04/2019,Banglore,N945WN,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898
Jet Airways,12/6/2019,Delhi,N767AS,,DEL → JAI → BOM → COK,,6/13/2025 4:25,18h 45m,2 stops,,10368
,18/03/2019,,N538UA,New Delhi,BLR → DEL,5:45,8:35,2h 50m,non-stop,No check-in baggage included,
SpiceJet,24/05/2019,Banglore,N648SW,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No info,3311
Multiple carriers,6/3/2019,Delhi,N6708D,Cochin,DEL → BOM → COK,9:00,21:00,12h,1 stop,In-flight meal not included,15136
Multiple carriers,9/4/2019,Delhi,N3DGAA,Cochin,DEL → HYD → COK,7:05,18:10,11h 5m,1 stop,No info,6601
Vistara,24/05/2019,Kolkata,N919DN,Banglore,CCU → DEL → BLR,20:20,5/25/2025 22:40,26h 20m,1 stop,No info,8452
Jet Airways,1/5/2019,Kolkata,N403AS,Banglore,CCU → DEL → BLR,17:00,5/2/2025 14:25,,1 stop,In-flight meal not included,9314
IndiGo,1/6/2019,Delhi,N767AS,Cochin,DEL → BLR → COK,2:00,7:45,5h 45m,1 stop,No info,6386
Multiple carriers,24/06/2019,Delhi,N537AS,Cochin,DEL → BOM → COK,11:30,6/25/2025 1:30,14h,1 stop,No info,13377
Jet Airways,3/3/2019,Mumbai,N961WN,Hyderabad,,2:55,4:25,1h 30m,non-stop,No info,5678
Air Asia,18/05/2019,Banglore,N663JB,Delhi,BLR → DEL,23:55,5/19/2025 2:45,2h 50m,non-stop,No info,
Jet Airways,27/05/2019,Delhi,N763SW,Cochin,DEL → BOM → COK,14:00,5/28/2025 12:35,22h 35m,1 stop,In-flight meal not included,12898
IndiGo,3/3/2019,Banglore,N558AS,New Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,7648
Jet Airways,9/6/2019,Kolkata,N627AS,Banglore,CCU → BOM → BLR,6:30,23:35,17h 5m,1 stop,No info,14571
IndiGo,27/06/2019,Mumbai,N705SW,Hyderabad,BOM → HYD,6:25,7:55,1h 30m,non-stop,No info,4049
Air India,18/03/2019,Banglore,N798SW,New Delhi,BLR → BOM → BHO → DEL,8:50,23:25,14h 35m,2 stops,No info,11728
SpiceJet,18/04/2019,Kolkata,N216AG,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No info,3873
Air India,9/5/2019,Delhi,N705AS,Cochin,DEL → MAA → COK,20:40,,12h 45m,1 stop,No info,7480
Jet Airways,21/06/2019,Banglore,N87527,Delhi,,19:50,22:50,3h,non-stop,No info,8541
Jet Airways,1/3/2019,Banglore,N909SW,New Delhi,BLR → BOM → DEL,22:50,3/2/2025 11:25,12h 35m,1 stop,1 Long layover,31825
IndiGo,1/6/2019,Chennai,N650DL,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,,3597
Jet Airways,12/3/2019,Banglore,N566AS,,BLR → BOM → DEL,21:25,3/13/2025 15:15,17h 50m,1 stop,No info,13817
Jet Airways,24/05/2019,Kolkata,N320NB,Banglore,CCU → BOM → BLR,8:25,20:45,12h 20m,1 stop,No info,14571
Air Asia,15/06/2019,Delhi,N553AS,Cochin,DEL → BLR → COK,16:45,6/16/2025 7:10,14h 25m,1 stop,No info,6853
Jet Airways,27/05/2019,Delhi,N654AW,Cochin,DEL → AMD → BOM → COK,23:05,5/29/2025 4:25,29h 20m,2 stops,No info,16704
SpiceJet,27/05/2019,Banglore,N39463,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,3573
Vistara,15/05/2019,Kolkata,N551AS,Banglore,CCU → DEL → BLR,17:00,5/16/2025 18:50,25h 50m,1 stop,No info,9345
Jet Airways,15/06/2019,Delhi,N713AS,Cochin,DEL → JAI → BOM → COK,5:30,6/16/2025 4:25,22h 55m,2 stops,No info,13014
,12/6/2019,Delhi,N771SK,Cochin,DEL → BOM → COK,8:00,21:00,13h,1 stop,No info,13797
Air India,3/3/2019,Banglore,N612AS,New Delhi,BLR → HBX → BOM → NAG → DEL,12:00,3/7/2025 10:35,22h 35m,3 stops,No info,
Multiple carriers,,Delhi,N224AG,Cochin,DEL → BOM → COK,18:15,3/10/2025 1:35,7h 20m,1 stop,In-flight meal not included,14086
IndiGo,3/5/2019,Chennai,N3EDAA,Kolkata,MAA → CCU,,21:55,2h 20m,non-stop,No info,3597
Jet Airways,24/05/2019,Kolkata,N767AS,Banglore,CCU → BOM → BLR,18:55,5/25/2025 8:15,13h 20m,1 stop,No info,13731
Jet Airways,21/05/2019,Delhi,N440AS,Cochin,DEL → BOM → COK,19:45,5/22/2025 4:25,8h 40m,1 stop,In-flight meal not included,12898
Jet Airways,6/6/2019,Delhi,N403AS,Cochin,DEL → BOM → COK,16:00,6/7/2025 4:25,12h 25m,1 stop,No info,14714
Vistara,12/4/2019,Banglore,N465WN,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5403
Jet Airways,24/06/2019,Banglore,N423AS,Delhi,BLR → DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,5769
Air Asia,24/03/2019,Kolkata,N699BR,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5620
IndiGo,18/06/2019,Delhi,N536UA,Cochin,DEL → COK,5:35,8:50,3h 15m,non-stop,No info,5000
Air India,6/5/2019,Delhi,N362SW,Cochin,,9:45,5/7/2025 9:25,23h 40m,,No info,7480
Air India,21/03/2019,Delhi,N546AS,Cochin,DEL → LKO → BOM → COK,12:20,3/22/2025 19:15,30h 55m,2 stops,,10703
Multiple carriers,18/05/2019,Delhi,N620SW,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13727
Jet Airways,12/5/2019,Kolkata,N614AS,Banglore,CCU → BOM → BLR,20:00,5/13/2025 9:20,13h 20m,1 stop,No info,14388
Air India,6/6/2019,Kolkata,N161PQ,Banglore,CCU → DEL → COK → BLR,10:00,6/7/2025 1:20,15h 20m,2 stops,No info,13033
Jet Airways,1/3/2019,Banglore,N769AS,New Delhi,BLR → BOM → DEL,8:00,3/2/2025 7:40,23h 40m,1 stop,No info,22270
IndiGo,27/05/2019,Delhi,N534AS,Cochin,DEL → LKO → COK,21:50,5/28/2025 3:35,5h 45m,1 stop,No info,6769
Air Asia,24/05/2019,Kolkata,N799AS,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192
Jet Airways,24/05/2019,Mumbai,N651JB,Hyderabad,BOM → HYD,2:55,4:20,1h 25m,non-stop,In-flight meal not included,4995
IndiGo,1/3/2019,Chennai,N307AS,Kolkata,MAA → CCU,7:55,10:15,2h 20m,non-stop,No info,
Air India,15/06/2019,Delhi,N917WN,Cochin,DEL → MAA → COK,12:30,6/16/2025 9:25,,1 stop,No info,7480
Jet Airways,27/04/2019,Banglore,N3HFAA,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,In-flight meal not included,5198
Jet Airways,6/6/2019,Delhi,N644AS,Cochin,DEL → JAI → BOM → COK,9:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
Jet Airways,6/5/2019,Mumbai,N512AS,Hyderabad,BOM → HYD,7:05,8:30,1h 25m,non-stop,No info,8040
Jet Airways,9/3/2019,Delhi,N646JB,Cochin,DEL → ATQ → BOM → COK,8:20,3/10/2025 4:25,20h 5m,2 stops,No info,18909
Air India,1/4/2019,Kolkata,N219AG,Banglore,CCU → DEL → AMD → BLR,7:00,4/2/2025 5:25,22h 25m,2 stops,No info,12849
Air India,1/3/2019,Delhi,N219FR,Cochin,DEL → BLR → COK,9:45,3/2/2025 8:15,22h 30m,1 stop,No info,22798
Jet Airways,6/6/2019,Kolkata,N177DZ,Banglore,CCU → BOM → BLR,8:25,18:15,9h 50m,1 stop,No info,14571
Jet Airways,6/3/2019,Banglore,N3JKAA,New Delhi,BLR → BOM → DEL,14:05,3/7/2025 8:15,18h 10m,1 stop,In-flight meal not included,13502
SpiceJet,27/03/2019,Chennai,N932FR,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3332
Multiple carriers,6/6/2019,Delhi,N325US,Cochin,DEL → BOM → COK,7:30,19:15,11h 45m,1 stop,No info,7354
Multiple carriers,15/05/2019,Delhi,N560AS,Cochin,DEL → BOM → COK,,21:00,11h,1 stop,,8073
IndiGo,21/03/2019,Mumbai,N38467,Hyderabad,BOM → HYD,9:10,10:35,1h 25m,non-stop,No info,4049
Jet Airways,9/3/2019,Delhi,N3764D,Cochin,DEL → BOM → COK,2:15,3/10/2025 4:25,26h 10m,1 stop,No info,15029
Air India,24/06/2019,Delhi,N621AW,Cochin,DEL → HYD → MAA → COK,9:45,6/25/2025 9:25,23h 40m,2 stops,No info,10975
Multiple carriers,1/6/2019,,N224WN,Cochin,DEL → HYD → COK,7:10,22:30,15h 20m,1 stop,No info,7038
,9/5/2019,Delhi,N799AS,,DEL → BOM → COK,8:00,19:00,11h,1 stop,No info,15554
Air India,12/6/2019,Banglore,N512AS,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228
IndiGo,1/6/2019,Delhi,N814SK,Cochin,DEL → MAA → COK,2:00,7:25,5h 25m,1 stop,No info,5636
Air India,27/06/2019,Delhi,N804SK,Cochin,DEL → JAI → BOM → COK,12:00,6/28/2025 7:40,19h 40m,2 stops,No info,9653
Jet Airways,24/05/2019,Kolkata,N570AS,Banglore,CCU → BOM → BLR,18:55,5/25/2025 10:05,15h 10m,1 stop,In-flight meal not included,8586
SpiceJet,21/05/2019,Mumbai,N401UA,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2017
Vistara,24/05/2019,Kolkata,N625AS,Banglore,CCU → DEL → BLR,20:20,5/25/2025 23:25,27h 5m,1 stop,No info,9345
Jet Airways,21/03/2019,Delhi,N810DN,Cochin,DEL → BDQ → BOM → COK,10:45,3/22/2025 18:50,32h 5m,2 stops,In-flight meal not included,9270
Jet Airways,,Delhi,N3748Y,Cochin,DEL → IDR → BOM → COK,5:30,19:00,13h 30m,2 stops,No info,13292
Jet Airways,27/03/2019,Delhi,N670DN,Cochin,DEL → MAA → BOM → COK,17:35,3/28/2025 19:45,26h 10m,2 stops,In-flight meal not included,8098
Air India,6/6/2019,Delhi,N121DE,Cochin,DEL → MAA → COK,9:45,,23h 40m,1 stop,No info,7952
,12/6/2019,Delhi,N706AS,Cochin,DEL → BOM → COK,18:35,6/13/2025 1:30,6h 55m,1 stop,No info,5883
Jet Airways,6/6/2019,Banglore,N619AS,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016
SpiceJet,18/05/2019,Kolkata,N37422,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174
Multiple carriers,3/6/2019,Delhi,N531AS,Cochin,DEL → HYD → COK,7:05,22:30,15h 25m,1 stop,No info,10696
Vistara,12/6/2019,Banglore,N593AS,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,,4878
SpiceJet,1/4/2019,Banglore,N320AS,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No info,3971
Multiple carriers,3/6/2019,Delhi,N217AG,Cochin,DEL → BOM → COK,19:00,6/4/2025 1:30,6h 30m,1 stop,No info,7198
Jet Airways,6/5/2019,Kolkata,N727TW,Banglore,CCU → DEL → BLR,20:25,5/7/2025 22:05,25h 40m,1 stop,In-flight meal not included,9314
SpiceJet,1/5/2019,Banglore,N6711M,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No info,4423
SpiceJet,6/4/2019,Kolkata,N655DL,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841
Multiple carriers,27/03/2019,Delhi,N506AS,Cochin,DEL → BOM → COK,10:45,19:15,8h 30m,1 stop,No info,7154
Air India,15/06/2019,Delhi,N128DL,Cochin,DEL → BOM → COK,7:00,19:15,12h 15m,1 stop,No info,9929
Multiple carriers,9/5/2019,Delhi,N3CCAA,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,8266
Multiple carriers,12/6/2019,Delhi,N471UA,Cochin,,8:30,19:00,10h 30m,1 stop,No info,10877
IndiGo,24/06/2019,Kolkata,N557AS,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,
Multiple carriers,15/06/2019,Delhi,N457AS,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,
IndiGo,6/3/2019,Delhi,N3750D,Cochin,DEL → BOM → COK,4:45,13:20,8h 35m,1 stop,No info,13611
IndiGo,6/6/2019,Delhi,N558AS,Cochin,DEL → BOM → COK,9:15,6/7/2025 1:30,16h 15m,1 stop,No info,6628
IndiGo,12/6/2019,Delhi,N516AS,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,5601
SpiceJet,15/04/2019,Delhi,N658JB,Cochin,DEL → MAA → COK,6:05,11:20,5h 15m,1 stop,No info,5583
IndiGo,21/05/2019,Banglore,N568SW,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
IndiGo,24/03/2019,Banglore,N618AS,New Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,4777
Jet Airways,12/5/2019,Kolkata,N689CA,Banglore,CCU → BOM → BLR,20:00,5/13/2025 12:00,16h,1 stop,In-flight meal not included,9663
Jet Airways,1/6/2019,Delhi,N601WN,Cochin,DEL → JAI → BOM → COK,5:30,6/2/2025 4:25,22h 55m,2 stops,In-flight meal not included,10368
IndiGo,15/06/2019,Delhi,N706AS,,DEL → BOM → COK,18:35,6/16/2025 1:30,6h 55m,1 stop,,5883
IndiGo,27/04/2019,Kolkata,N712JB,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,
,3/3/2019,Banglore,N3FAAA,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No info,13383
Multiple carriers,1/6/2019,Delhi,N784SW,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1 stop,No info,9646
Jet Airways,1/5/2019,Kolkata,N729SW,Banglore,CCU → DEL → BLR,17:00,5/2/2025 19:10,26h 10m,1 stop,No info,11467
Air Asia,12/5/2019,Kolkata,N530AS,Banglore,CCU → DEL → BLR,22:40,5/13/2025 10:40,12h,1 stop,No info,5192
Jet Airways,12/6/2019,Delhi,N601AW,Cochin,DEL → NAG → BOM → COK,6:45,6/13/2025 4:25,21h 40m,2 stops,No info,13376
Air Asia,3/3/2019,Banglore,N590AS,New Delhi,BLR → DEL,23:25,3/7/2025 2:10,2h 45m,non-stop,No info,6477
Multiple carriers,18/05/2019,Delhi,N932FR,Cochin,,9:00,21:00,12h,,No info,13727
Vistara,18/05/2019,Kolkata,N473UA,,CCU → DEL → BLR,17:00,5/19/2025 20:20,27h 20m,1 stop,No info,
Jet Airways,24/06/2019,Delhi,N223SW,Cochin,DEL → AMD → BOM → COK,19:10,6/25/2025 19:00,23h 50m,2 stops,No info,12819
Vistara,6/3/2019,Mumbai,N437WN,Hyderabad,BOM → DEL → HYD,10:25,22:55,12h 30m,1 stop,No info,12395
Jet Airways,15/06/2019,Delhi,N615AS,Cochin,DEL → BOM → COK,19:15,6/16/2025 4:25,9h 10m,1 stop,In-flight meal not included,10262
Jet Airways,,Kolkata,N607AS,Banglore,CCU → BOM → BLR,8:25,20:45,12h 20m,1 stop,No info,14781
Jet Airways,12/5/2019,Mumbai,N436UA,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678
SpiceJet,15/05/2019,Kolkata,N778AS,Banglore,CCU → IXB → BLR,15:55,,5h 30m,1 stop,No info,7804
Jet Airways,,Delhi,N364SW,Cochin,DEL → BOM → COK,15:00,6/28/2025 19:00,28h,1 stop,In-flight meal not included,10262
Jet Airways,18/05/2019,Banglore,N584AS,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,5198
IndiGo,3/5/2019,Mumbai,N433AS,Hyderabad,BOM → HYD,6:25,7:55,1h 30m,non-stop,No info,4049
Air Asia,15/06/2019,Banglore,N69804,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,,3383
Air India,27/05/2019,Delhi,N407AS,Cochin,DEL → BLR → COK,,23:00,,1 stop,,7174
Air India,15/05/2019,Delhi,N530AS,Cochin,DEL → BLR → COK,20:30,5/16/2025 23:00,26h 30m,1 stop,No info,8907
Jet Airways,1/6/2019,Delhi,N294SW,Cochin,DEL → JAI → BOM → COK,9:40,6/2/2025 12:35,26h 55m,2 stops,No info,13014
Jet Airways,6/5/2019,Kolkata,N416UA,Banglore,CCU → BOM → BLR,21:10,5/7/2025 8:15,11h 5m,1 stop,No info,13584
Air Asia,15/05/2019,Kolkata,N583AS,Banglore,CCU → BLR,22:50,5/16/2025 1:20,2h 30m,non-stop,No info,4107
Jet Airways,15/03/2019,Mumbai,N568SW,Hyderabad,BOM → HYD,2:55,4:25,1h 30m,non-stop,In-flight meal not included,2071
Jet Airways,9/5/2019,,N38403,Cochin,DEL → BOM → COK,20:55,5/10/2025 4:25,7h 30m,1 stop,In-flight meal not included,
Air India,12/3/2019,Banglore,N196UW,New Delhi,BLR → BOM → IXC → DEL,8:50,3/13/2025 13:55,29h 5m,2 stops,No info,13303
Jet Airways,12/6/2019,Kolkata,N37263,Banglore,CCU → BOM → BLR,16:30,6/13/2025 10:05,17h 35m,1 stop,In-flight meal not included,8529
Jet Airways,6/6/2019,Kolkata,N807DN,Banglore,CCU → BOM → BLR,18:55,6/7/2025 19:50,24h 55m,1 stop,No info,14571
Jet Airways,27/05/2019,Delhi,N565AS,Cochin,DEL → AMD → BOM → COK,23:05,5/29/2025 4:25,29h 20m,2 stops,No info,15129
Jet Airways,9/6/2019,Banglore,N400WN,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,No info,8016
IndiGo,6/6/2019,Kolkata,N945WN,Banglore,CCU → BLR,21:25,6/7/2025 0:05,2h 40m,non-stop,No info,4804
Air India,9/3/2019,Banglore,N663AW,New Delhi,BLR → HYD → DEL,6:50,12:15,5h 25m,1 stop,No info,5118
Jet Airways,18/05/2019,Kolkata,N637SW,Banglore,CCU → BOM → BLR,8:25,5/19/2025 8:15,23h 50m,1 stop,In-flight meal not included,9663
Air India,9/6/2019,Kolkata,N224AG,Banglore,CCU → IXR → DEL → BLR,5:50,6/10/2025 12:30,30h 40m,2 stops,No info,12723
GoAir,12/5/2019,Banglore,N662JB,Delhi,BLR → DEL,20:55,23:40,,non-stop,No info,3419
Jet Airways,12/3/2019,Banglore,N224SW,New Delhi,BLR → BOM → DEL,22:55,3/13/2025 10:45,11h 50m,1 stop,In-flight meal not included,11087
IndiGo,12/4/2019,Kolkata,N464AS,Banglore,CCU → BLR,22:15,4/13/2025 0:50,2h 35m,non-stop,No info,4174
,9/6/2019,Delhi,N802DN,Cochin,DEL → BOM → COK,8:00,6/10/2025 4:25,20h 25m,1 stop,In-flight meal not included,10262
Jet Airways,15/06/2019,Delhi,N317AS,Cochin,DEL → IDR → BOM → COK,9:35,6/16/2025 12:35,27h,2 stops,,12609
Vistara,3/6/2019,Banglore,N129DL,Delhi,BLR → DEL,7:00,9:40,2h 40m,non-stop,No info,4668
SpiceJet,24/05/2019,Mumbai,N124DE,Hyderabad,BOM → HYD,22:45,5/25/2025 0:15,1h 30m,non-stop,No check-in baggage included,1965
IndiGo,1/6/2019,Mumbai,N644AS,Hyderabad,BOM → HYD,6:25,7:55,1h 30m,non-stop,No info,4049
Air India,12/4/2019,Kolkata,N243WN,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5195
IndiGo,18/05/2019,Kolkata,N568AS,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
IndiGo,3/3/2019,Banglore,N506JB,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,7648
IndiGo,3/5/2019,Chennai,N423AS,Kolkata,MAA → CCU,7:55,10:15,2h 20m,non-stop,No info,3850
Air India,15/04/2019,Banglore,N3LDAA,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6121
IndiGo,18/06/2019,Chennai,N815SK,Kolkata,MAA → CCU,5:15,7:40,2h 25m,non-stop,No info,3540
Jet Airways,15/03/2019,Banglore,N210FR,New Delhi,BLR → BOM → DEL,5:45,11:25,5h 40m,1 stop,In-flight meal not included,9134
,6/6/2019,Kolkata,N579JB,Banglore,CCU → BOM → BLR,18:55,6/7/2025 22:35,27h 40m,,In-flight meal not included,
IndiGo,3/6/2019,Chennai,N637AW,Kolkata,MAA → CCU,22:05,6/4/2025 0:25,2h 20m,non-stop,No info,5277
IndiGo,6/4/2019,Delhi,N461AS,,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073
